review_id,asset_id,reviewer,rights_status_before,rights_status_after,evidence,reviewed_at,notes
asset-rights-review-008872,asset-008872,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008873,asset-008873,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008874,asset-008874,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008875,asset-008875,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008876,asset-008876,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008877,asset-008877,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008878,asset-008878,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008879,asset-008879,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008880,asset-008880,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008881,asset-008881,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008882,asset-008882,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008883,asset-008883,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008884,asset-008884,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008885,asset-008885,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008886,asset-008886,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008887,asset-008887,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008888,asset-008888,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008889,asset-008889,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008890,asset-008890,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008891,asset-008891,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008892,asset-008892,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008893,asset-008893,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008894,asset-008894,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008895,asset-008895,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008896,asset-008896,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008897,asset-008897,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008898,asset-008898,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008899,asset-008899,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008900,asset-008900,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008901,asset-008901,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008902,asset-008902,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008903,asset-008903,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008904,asset-008904,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008905,asset-008905,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008906,asset-008906,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008907,asset-008907,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008908,asset-008908,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008909,asset-008909,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008910,asset-008910,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008911,asset-008911,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008912,asset-008912,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008913,asset-008913,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008914,asset-008914,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008915,asset-008915,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008916,asset-008916,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008917,asset-008917,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008918,asset-008918,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008919,asset-008919,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008920,asset-008920,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008921,asset-008921,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008922,asset-008922,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008923,asset-008923,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008924,asset-008924,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008925,asset-008925,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008926,asset-008926,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008927,asset-008927,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008928,asset-008928,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008929,asset-008929,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008930,asset-008930,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008931,asset-008931,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008932,asset-008932,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008933,asset-008933,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008934,asset-008934,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008935,asset-008935,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008936,asset-008936,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008937,asset-008937,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008938,asset-008938,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008939,asset-008939,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008940,asset-008940,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008941,asset-008941,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008942,asset-008942,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008943,asset-008943,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008944,asset-008944,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008945,asset-008945,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008946,asset-008946,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008947,asset-008947,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008948,asset-008948,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008949,asset-008949,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008950,asset-008950,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008951,asset-008951,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008952,asset-008952,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008953,asset-008953,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008954,asset-008954,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008955,asset-008955,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008956,asset-008956,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008957,asset-008957,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008958,asset-008958,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008959,asset-008959,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008960,asset-008960,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008961,asset-008961,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008962,asset-008962,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008963,asset-008963,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008964,asset-008964,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008965,asset-008965,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008966,asset-008966,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008967,asset-008967,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008968,asset-008968,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008969,asset-008969,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008970,asset-008970,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008971,asset-008971,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
asset-rights-review-008972,asset-008972,codex-agent,unreviewed,source_marked_risk_noted,HUST-OBC raw package is registered as large-src-000001; Figshare package metadata reports CC BY 4.0 while the Scientific Data article page uses CC BY-NC-ND 4.0.,2026-06-20,Preparation-stage local review image only; not decipherment evidence.
