source_row_id,candidate_inscription_crosswalk_id,yingguo_ref_id,period_label,original_group_number,source_section_key,source_section_label_en,source_section_label_zh,declared_count,observed_section_row_count,count_reconciliation_status,source_note
373,cam-hopkins-crosswalk-000373,y2116,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
374,cam-hopkins-crosswalk-000374,y2119,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,J40363= h466=CUL0145; match after Ku wen tzu yen chiu 6. | c442 h669
375,cam-hopkins-crosswalk-000375,y2121,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
376,cam-hopkins-crosswalk-000376,y2122,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
377,cam-hopkins-crosswalk-000377,y2123,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
378,cam-hopkins-crosswalk-000378,y2124,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
379,cam-hopkins-crosswalk-000379,y2126,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
380,cam-hopkins-crosswalk-000380,y2130,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
381,cam-hopkins-crosswalk-000381,y2134,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
382,cam-hopkins-crosswalk-000382,y2137,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
383,cam-hopkins-crosswalk-000383,y2138,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
384,cam-hopkins-crosswalk-000384,y2140,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
385,cam-hopkins-crosswalk-000385,y2141,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
386,cam-hopkins-crosswalk-000386,y2142,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
387,cam-hopkins-crosswalk-000387,y2146,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
388,cam-hopkins-crosswalk-000388,y2149,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
389,cam-hopkins-crosswalk-000389,y2150,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
390,cam-hopkins-crosswalk-000390,y2152,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
391,cam-hopkins-crosswalk-000391,y2156,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
392,cam-hopkins-crosswalk-000392,y2157,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
393,cam-hopkins-crosswalk-000393,y2158,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
394,cam-hopkins-crosswalk-000394,y2159,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
395,cam-hopkins-crosswalk-000395,y2162,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
396,cam-hopkins-crosswalk-000396,y2164,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
397,cam-hopkins-crosswalk-000397,y2165,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
398,cam-hopkins-crosswalk-000398,y2168,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
399,cam-hopkins-crosswalk-000399,y2172,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
400,cam-hopkins-crosswalk-000400,y2173,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
401,cam-hopkins-crosswalk-000401,y2178,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
402,cam-hopkins-crosswalk-000402,y2184,II,17,period-ii-group-17,Period II Group 17,第 II 期第 17 组,36,36,declared_count_matches_observed_rows,
403,cam-hopkins-crosswalk-000403,y2188,II,18,period-ii-group-18,Period II Group 18,第 II 期第 18 组,3,3,declared_count_matches_observed_rows,
404,cam-hopkins-crosswalk-000404,y2189,II,18,period-ii-group-18,Period II Group 18,第 II 期第 18 组,3,3,declared_count_matches_observed_rows,
405,cam-hopkins-crosswalk-000405,y2191,II,18,period-ii-group-18,Period II Group 18,第 II 期第 18 组,3,3,declared_count_matches_observed_rows,
406,cam-hopkins-crosswalk-000406,y2204,II,19,period-ii-group-19,Period II Group 19,第 II 期第 19 组,22,21,declared_count_differs_from_observed_rows,
407,cam-hopkins-crosswalk-000407,y2205,II,19,period-ii-group-19,Period II Group 19,第 II 期第 19 组,22,21,declared_count_differs_from_observed_rows,
408,cam-hopkins-crosswalk-000408,y2206,II,19,period-ii-group-19,Period II Group 19,第 II 期第 19 组,22,21,declared_count_differs_from_observed_rows,
409,cam-hopkins-crosswalk-000409,y2207,II,19,period-ii-group-19,Period II Group 19,第 II 期第 19 组,22,21,declared_count_differs_from_observed_rows,
410,cam-hopkins-crosswalk-000410,y2208,II,19,period-ii-group-19,Period II Group 19,第 II 期第 19 组,22,21,declared_count_differs_from_observed_rows,
411,cam-hopkins-crosswalk-000411,y2209,II,19,period-ii-group-19,Period II Group 19,第 II 期第 19 组,22,21,declared_count_differs_from_observed_rows,
412,cam-hopkins-crosswalk-000412,y2214,II,19,period-ii-group-19,Period II Group 19,第 II 期第 19 组,22,21,declared_count_differs_from_observed_rows,
413,cam-hopkins-crosswalk-000413,y2215,II,19,period-ii-group-19,Period II Group 19,第 II 期第 19 组,22,21,declared_count_differs_from_observed_rows,
414,cam-hopkins-crosswalk-000414,y2222,II,19,period-ii-group-19,Period II Group 19,第 II 期第 19 组,22,21,declared_count_differs_from_observed_rows,
415,cam-hopkins-crosswalk-000415,y2225,II,19,period-ii-group-19,Period II Group 19,第 II 期第 19 组,22,21,declared_count_differs_from_observed_rows,
416,cam-hopkins-crosswalk-000416,y2232,II,19,period-ii-group-19,Period II Group 19,第 II 期第 19 组,22,21,declared_count_differs_from_observed_rows,
417,cam-hopkins-crosswalk-000417,y2235,II,19,period-ii-group-19,Period II Group 19,第 II 期第 19 组,22,21,declared_count_differs_from_observed_rows,
418,cam-hopkins-crosswalk-000418,y2237,II,19,period-ii-group-19,Period II Group 19,第 II 期第 19 组,22,21,declared_count_differs_from_observed_rows,
419,cam-hopkins-crosswalk-000419,y2242,II,19,period-ii-group-19,Period II Group 19,第 II 期第 19 组,22,21,declared_count_differs_from_observed_rows,
420,cam-hopkins-crosswalk-000420,y2243,II,19,period-ii-group-19,Period II Group 19,第 II 期第 19 组,22,21,declared_count_differs_from_observed_rows,
421,cam-hopkins-crosswalk-000421,y2244,II,19,period-ii-group-19,Period II Group 19,第 II 期第 19 组,22,21,declared_count_differs_from_observed_rows,
422,cam-hopkins-crosswalk-000422,y2245,II,19,period-ii-group-19,Period II Group 19,第 II 期第 19 组,22,21,declared_count_differs_from_observed_rows,
423,cam-hopkins-crosswalk-000423,y2246,II,19,period-ii-group-19,Period II Group 19,第 II 期第 19 组,22,21,declared_count_differs_from_observed_rows,
424,cam-hopkins-crosswalk-000424,y2247,II,19,period-ii-group-19,Period II Group 19,第 II 期第 19 组,22,21,declared_count_differs_from_observed_rows,
425,cam-hopkins-crosswalk-000425,y2248,II,19,period-ii-group-19,Period II Group 19,第 II 期第 19 组,22,21,declared_count_differs_from_observed_rows,
426,cam-hopkins-crosswalk-000426,y2250,II,19,period-ii-group-19,Period II Group 19,第 II 期第 19 组,22,21,declared_count_differs_from_observed_rows,
427,cam-hopkins-crosswalk-000427,y2251,II,20,period-ii-group-20,Period II Group 20,第 II 期第 20 组,2,2,declared_count_matches_observed_rows,
428,cam-hopkins-crosswalk-000428,y2258,II,20,period-ii-group-20,Period II Group 20,第 II 期第 20 组,2,2,declared_count_matches_observed_rows,
429,cam-hopkins-crosswalk-000429,y2260,III,1,period-iii-group-1,Period III Group 1,第 III 期第 1 组,7,7,declared_count_matches_observed_rows,
430,cam-hopkins-crosswalk-000430,y2261,III,1,period-iii-group-1,Period III Group 1,第 III 期第 1 组,7,7,declared_count_matches_observed_rows,matches J2259 (ibid.)
431,cam-hopkins-crosswalk-000431,y2264,III,1,period-iii-group-1,Period III Group 1,第 III 期第 1 组,7,7,declared_count_matches_observed_rows,
432,cam-hopkins-crosswalk-000432,y2267,III,1,period-iii-group-1,Period III Group 1,第 III 期第 1 组,7,7,declared_count_matches_observed_rows,
433,cam-hopkins-crosswalk-000433,y2272,III,1,period-iii-group-1,Period III Group 1,第 III 期第 1 组,7,7,declared_count_matches_observed_rows,
434,cam-hopkins-crosswalk-000434,y2273,III,1,period-iii-group-1,Period III Group 1,第 III 期第 1 组,7,7,declared_count_matches_observed_rows,
435,cam-hopkins-crosswalk-000435,y2274,III,1,period-iii-group-1,Period III Group 1,第 III 期第 1 组,7,7,declared_count_matches_observed_rows,
436,cam-hopkins-crosswalk-000436,y2279,III,3,period-iii-group-3,Period III Group 3,第 III 期第 3 组,1,1,declared_count_matches_observed_rows,
437,cam-hopkins-crosswalk-000437,y2283,III,4,period-iii-group-4,Period III Group 4,第 III 期第 4 组,1,1,declared_count_matches_observed_rows,
438,cam-hopkins-crosswalk-000438,y2289,III,10,period-iii-group-10,Period III Group 10,第 III 期第 10 组,17,17,declared_count_matches_observed_rows,
439,cam-hopkins-crosswalk-000439,y2290,III,10,period-iii-group-10,Period III Group 10,第 III 期第 10 组,17,17,declared_count_matches_observed_rows,
440,cam-hopkins-crosswalk-000440,y2293,III,10,period-iii-group-10,Period III Group 10,第 III 期第 10 组,17,17,declared_count_matches_observed_rows,
441,cam-hopkins-crosswalk-000441,y2294,III,10,period-iii-group-10,Period III Group 10,第 III 期第 10 组,17,17,declared_count_matches_observed_rows,
442,cam-hopkins-crosswalk-000442,y2296,III,10,period-iii-group-10,Period III Group 10,第 III 期第 10 组,17,17,declared_count_matches_observed_rows,
443,cam-hopkins-crosswalk-000443,y2302,III,10,period-iii-group-10,Period III Group 10,第 III 期第 10 组,17,17,declared_count_matches_observed_rows,
444,cam-hopkins-crosswalk-000444,y2304,III,10,period-iii-group-10,Period III Group 10,第 III 期第 10 组,17,17,declared_count_matches_observed_rows,
445,cam-hopkins-crosswalk-000445,y2306,III,10,period-iii-group-10,Period III Group 10,第 III 期第 10 组,17,17,declared_count_matches_observed_rows,
446,cam-hopkins-crosswalk-000446,y2307,III,10,period-iii-group-10,Period III Group 10,第 III 期第 10 组,17,17,declared_count_matches_observed_rows,
447,cam-hopkins-crosswalk-000447,y2312,III,10,period-iii-group-10,Period III Group 10,第 III 期第 10 组,17,17,declared_count_matches_observed_rows,
448,cam-hopkins-crosswalk-000448,y2316,III,10,period-iii-group-10,Period III Group 10,第 III 期第 10 组,17,17,declared_count_matches_observed_rows,
449,cam-hopkins-crosswalk-000449,y2317,III,10,period-iii-group-10,Period III Group 10,第 III 期第 10 组,17,17,declared_count_matches_observed_rows,
450,cam-hopkins-crosswalk-000450,y2318,III,10,period-iii-group-10,Period III Group 10,第 III 期第 10 组,17,17,declared_count_matches_observed_rows,
451,cam-hopkins-crosswalk-000451,y2321,III,10,period-iii-group-10,Period III Group 10,第 III 期第 10 组,17,17,declared_count_matches_observed_rows,
452,cam-hopkins-crosswalk-000452,y2322,III,10,period-iii-group-10,Period III Group 10,第 III 期第 10 组,17,17,declared_count_matches_observed_rows,
453,cam-hopkins-crosswalk-000453,y2326,III,10,period-iii-group-10,Period III Group 10,第 III 期第 10 组,17,17,declared_count_matches_observed_rows,
454,cam-hopkins-crosswalk-000454,y2327,III,10,period-iii-group-10,Period III Group 10,第 III 期第 10 组,17,17,declared_count_matches_observed_rows,
455,cam-hopkins-crosswalk-000455,y2333,III,11,period-iii-group-11,Period III Group 11,第 III 期第 11 组,1,1,declared_count_matches_observed_rows,
456,cam-hopkins-crosswalk-000456,y2335,III,12,period-iii-group-12,Period III Group 12,第 III 期第 12 组,1,1,declared_count_matches_observed_rows,
457,cam-hopkins-crosswalk-000457,y2336,III,13,period-iii-group-13,Period III Group 13,第 III 期第 13 组,3,3,declared_count_matches_observed_rows,
458,cam-hopkins-crosswalk-000458,y2340,III,13,period-iii-group-13,Period III Group 13,第 III 期第 13 组,3,3,declared_count_matches_observed_rows,
459,cam-hopkins-crosswalk-000459,y2344,III,13,period-iii-group-13,Period III Group 13,第 III 期第 13 组,3,3,declared_count_matches_observed_rows,
460,cam-hopkins-crosswalk-000460,y2346,III,14,period-iii-group-14,Period III Group 14,第 III 期第 14 组,1,1,declared_count_matches_observed_rows,
461,cam-hopkins-crosswalk-000461,y2351,III,17,period-iii-group-17,Period III Group 17,第 III 期第 17 组,9,9,declared_count_matches_observed_rows,
462,cam-hopkins-crosswalk-000462,y2352,III,17,period-iii-group-17,Period III Group 17,第 III 期第 17 组,9,9,declared_count_matches_observed_rows,
463,cam-hopkins-crosswalk-000463,y2359,III,17,period-iii-group-17,Period III Group 17,第 III 期第 17 组,9,9,declared_count_matches_observed_rows,
464,cam-hopkins-crosswalk-000464,y2363,III,17,period-iii-group-17,Period III Group 17,第 III 期第 17 组,9,9,declared_count_matches_observed_rows,
465,cam-hopkins-crosswalk-000465,y2366,III,17,period-iii-group-17,Period III Group 17,第 III 期第 17 组,9,9,declared_count_matches_observed_rows,
466,cam-hopkins-crosswalk-000466,y2367,III,17,period-iii-group-17,Period III Group 17,第 III 期第 17 组,9,9,declared_count_matches_observed_rows,
467,cam-hopkins-crosswalk-000467,y2369,III,17,period-iii-group-17,Period III Group 17,第 III 期第 17 组,9,9,declared_count_matches_observed_rows,
468,cam-hopkins-crosswalk-000468,y2370,III,17,period-iii-group-17,Period III Group 17,第 III 期第 17 组,9,9,declared_count_matches_observed_rows,
469,cam-hopkins-crosswalk-000469,y2373,III,17,period-iii-group-17,Period III Group 17,第 III 期第 17 组,9,9,declared_count_matches_observed_rows,
470,cam-hopkins-crosswalk-000470,y2374,III,18,period-iii-group-18,Period III Group 18,第 III 期第 18 组,5,5,declared_count_matches_observed_rows,
471,cam-hopkins-crosswalk-000471,y2375,III,18,period-iii-group-18,Period III Group 18,第 III 期第 18 组,5,5,declared_count_matches_observed_rows,
472,cam-hopkins-crosswalk-000472,y2378,III,18,period-iii-group-18,Period III Group 18,第 III 期第 18 组,5,5,declared_count_matches_observed_rows,
473,cam-hopkins-crosswalk-000473,y2379,III,18,period-iii-group-18,Period III Group 18,第 III 期第 18 组,5,5,declared_count_matches_observed_rows,
474,cam-hopkins-crosswalk-000474,y2381,III,18,period-iii-group-18,Period III Group 18,第 III 期第 18 组,5,5,declared_count_matches_observed_rows,
475,cam-hopkins-crosswalk-000475,y2383,III,19,period-iii-group-19,Period III Group 19,第 III 期第 19 组,6,6,declared_count_matches_observed_rows,
476,cam-hopkins-crosswalk-000476,y2385,III,19,period-iii-group-19,Period III Group 19,第 III 期第 19 组,6,6,declared_count_matches_observed_rows,
477,cam-hopkins-crosswalk-000477,y2386,III,19,period-iii-group-19,Period III Group 19,第 III 期第 19 组,6,6,declared_count_matches_observed_rows,
478,cam-hopkins-crosswalk-000478,y2387,III,19,period-iii-group-19,Period III Group 19,第 III 期第 19 组,6,6,declared_count_matches_observed_rows,
479,cam-hopkins-crosswalk-000479,y2388,III,19,period-iii-group-19,Period III Group 19,第 III 期第 19 组,6,6,declared_count_matches_observed_rows,
480,cam-hopkins-crosswalk-000480,y2393,III,19,period-iii-group-19,Period III Group 19,第 III 期第 19 组,6,6,declared_count_matches_observed_rows,acquired 1967
481,cam-hopkins-crosswalk-000481,y2397,III,20,period-iii-group-20,Period III Group 20,第 III 期第 20 组,1,1,declared_count_matches_observed_rows,
482,cam-hopkins-crosswalk-000482,y2398,IV,1,period-iv-group-1,Period IV Group 1,第 IV 期第 1 组,9,9,declared_count_matches_observed_rows,
483,cam-hopkins-crosswalk-000483,y2400,IV,1,period-iv-group-1,Period IV Group 1,第 IV 期第 1 组,9,9,declared_count_matches_observed_rows,
484,cam-hopkins-crosswalk-000484,y2402,IV,1,period-iv-group-1,Period IV Group 1,第 IV 期第 1 组,9,9,declared_count_matches_observed_rows,
485,cam-hopkins-crosswalk-000485,y2402,IV,1,period-iv-group-1,Period IV Group 1,第 IV 期第 1 组,9,9,declared_count_matches_observed_rows,
486,cam-hopkins-crosswalk-000486,y2406,IV,1,period-iv-group-1,Period IV Group 1,第 IV 期第 1 组,9,9,declared_count_matches_observed_rows,
487,cam-hopkins-crosswalk-000487,y2408,IV,1,period-iv-group-1,Period IV Group 1,第 IV 期第 1 组,9,9,declared_count_matches_observed_rows,
488,cam-hopkins-crosswalk-000488,y2410,IV,1,period-iv-group-1,Period IV Group 1,第 IV 期第 1 组,9,9,declared_count_matches_observed_rows,
489,cam-hopkins-crosswalk-000489,y2411,IV,1,period-iv-group-1,Period IV Group 1,第 IV 期第 1 组,9,9,declared_count_matches_observed_rows,
490,cam-hopkins-crosswalk-000490,y2413,IV,1,period-iv-group-1,Period IV Group 1,第 IV 期第 1 组,9,9,declared_count_matches_observed_rows,
491,cam-hopkins-crosswalk-000491,y2414,IV,3,period-iv-group-3,Period IV Group 3,第 IV 期第 3 组,3,3,declared_count_matches_observed_rows,
492,cam-hopkins-crosswalk-000492,y2415,IV,3,period-iv-group-3,Period IV Group 3,第 IV 期第 3 组,3,3,declared_count_matches_observed_rows,
493,cam-hopkins-crosswalk-000493,y2417,IV,3,period-iv-group-3,Period IV Group 3,第 IV 期第 3 组,3,3,declared_count_matches_observed_rows,
494,cam-hopkins-crosswalk-000494,y2422,IV,5,period-iv-group-5,Period IV Group 5,第 IV 期第 5 组,2,2,declared_count_matches_observed_rows,
495,cam-hopkins-crosswalk-000495,y2423,IV,5,period-iv-group-5,Period IV Group 5,第 IV 期第 5 组,2,2,declared_count_matches_observed_rows,
496,cam-hopkins-crosswalk-000496,y2431,IV,9,period-iv-group-9,Period IV Group 9,第 IV 期第 9 组,1,1,declared_count_matches_observed_rows,
497,cam-hopkins-crosswalk-000497,y2432,IV,10,period-iv-group-10,Period IV Group 10,第 IV 期第 10 组,2,2,declared_count_matches_observed_rows,
498,cam-hopkins-crosswalk-000498,y2435,IV,10,period-iv-group-10,Period IV Group 10,第 IV 期第 10 组,2,2,declared_count_matches_observed_rows,
499,cam-hopkins-crosswalk-000499,y2436,IV,11,period-iv-group-11,Period IV Group 11,第 IV 期第 11 组,1,1,declared_count_matches_observed_rows,
500,cam-hopkins-crosswalk-000500,y2439,IV,13,period-iv-group-13,Period IV Group 13,第 IV 期第 13 组,3,3,declared_count_matches_observed_rows,
501,cam-hopkins-crosswalk-000501,y2440,IV,13,period-iv-group-13,Period IV Group 13,第 IV 期第 13 组,3,3,declared_count_matches_observed_rows,
502,cam-hopkins-crosswalk-000502,y2441,IV,13,period-iv-group-13,Period IV Group 13,第 IV 期第 13 组,3,3,declared_count_matches_observed_rows,
503,cam-hopkins-crosswalk-000503,y2443,IV,16,period-iv-group-16,Period IV Group 16,第 IV 期第 16 组,2,2,declared_count_matches_observed_rows,
504,cam-hopkins-crosswalk-000504,y2444,IV,16,period-iv-group-16,Period IV Group 16,第 IV 期第 16 组,2,2,declared_count_matches_observed_rows,
505,cam-hopkins-crosswalk-000505,y2462,IV,17,period-iv-group-17,Period IV Group 17,第 IV 期第 17 组,3,3,declared_count_matches_observed_rows,
506,cam-hopkins-crosswalk-000506,y2465,IV,17,period-iv-group-17,Period IV Group 17,第 IV 期第 17 组,3,3,declared_count_matches_observed_rows,
507,cam-hopkins-crosswalk-000507,y2466,IV,17,period-iv-group-17,Period IV Group 17,第 IV 期第 17 组,3,3,declared_count_matches_observed_rows,
508,cam-hopkins-crosswalk-000508,y2483,IV,19,period-iv-group-19,Period IV Group 19,第 IV 期第 19 组,6,6,declared_count_matches_observed_rows,
509,cam-hopkins-crosswalk-000509,y2487,IV,19,period-iv-group-19,Period IV Group 19,第 IV 期第 19 组,6,6,declared_count_matches_observed_rows,
510,cam-hopkins-crosswalk-000510,y2490,IV,19,period-iv-group-19,Period IV Group 19,第 IV 期第 19 组,6,6,declared_count_matches_observed_rows,
511,cam-hopkins-crosswalk-000511,y2492,IV,19,period-iv-group-19,Period IV Group 19,第 IV 期第 19 组,6,6,declared_count_matches_observed_rows,
512,cam-hopkins-crosswalk-000512,y2493,IV,19,period-iv-group-19,Period IV Group 19,第 IV 期第 19 组,6,6,declared_count_matches_observed_rows,
513,cam-hopkins-crosswalk-000513,y2498,IV,19,period-iv-group-19,Period IV Group 19,第 IV 期第 19 组,6,6,declared_count_matches_observed_rows,
514,cam-hopkins-crosswalk-000514,y2501,IV,20,period-iv-group-20,Period IV Group 20,第 IV 期第 20 组,1,1,declared_count_matches_observed_rows,
515,cam-hopkins-crosswalk-000515,y2502,V,1,period-v-group-1,Period V Group 1,第 V 期第 1 组,12,12,declared_count_matches_observed_rows,
516,cam-hopkins-crosswalk-000516,y2503,V,1,period-v-group-1,Period V Group 1,第 V 期第 1 组,12,12,declared_count_matches_observed_rows,"matches Couling-Chalfant 1661=J41704 (Yin li p'u II,2,6)"
517,cam-hopkins-crosswalk-000517,y2504,V,1,period-v-group-1,Period V Group 1,第 V 期第 1 组,12,12,declared_count_matches_observed_rows,
518,cam-hopkins-crosswalk-000518,y2506,V,1,period-v-group-1,Period V Group 1,第 V 期第 1 组,12,12,declared_count_matches_observed_rows,
519,cam-hopkins-crosswalk-000519,y2507,V,1,period-v-group-1,Period V Group 1,第 V 期第 1 组,12,12,declared_count_matches_observed_rows,
520,cam-hopkins-crosswalk-000520,y2508,V,1,period-v-group-1,Period V Group 1,第 V 期第 1 组,12,12,declared_count_matches_observed_rows,
521,cam-hopkins-crosswalk-000521,y2509,V,1,period-v-group-1,Period V Group 1,第 V 期第 1 组,12,12,declared_count_matches_observed_rows,
522,cam-hopkins-crosswalk-000522,y2510,V,1,period-v-group-1,Period V Group 1,第 V 期第 1 组,12,12,declared_count_matches_observed_rows,
523,cam-hopkins-crosswalk-000523,y2513,V,1,period-v-group-1,Period V Group 1,第 V 期第 1 组,12,12,declared_count_matches_observed_rows,
524,cam-hopkins-crosswalk-000524,y2514,V,1,period-v-group-1,Period V Group 1,第 V 期第 1 组,12,12,declared_count_matches_observed_rows,
525,cam-hopkins-crosswalk-000525,y2518,V,1,period-v-group-1,Period V Group 1,第 V 期第 1 组,12,12,declared_count_matches_observed_rows,
526,cam-hopkins-crosswalk-000526,y2519,V,1,period-v-group-1,Period V Group 1,第 V 期第 1 组,12,12,declared_count_matches_observed_rows,
527,cam-hopkins-crosswalk-000527,y2523,V,6,period-v-group-6,Period V Group 6,第 V 期第 6 组,5,5,declared_count_matches_observed_rows,
528,cam-hopkins-crosswalk-000528,y2524,V,6,period-v-group-6,Period V Group 6,第 V 期第 6 组,5,5,declared_count_matches_observed_rows,
529,cam-hopkins-crosswalk-000529,y2525,V,6,period-v-group-6,Period V Group 6,第 V 期第 6 组,5,5,declared_count_matches_observed_rows,
530,cam-hopkins-crosswalk-000530,y2526,V,6,period-v-group-6,Period V Group 6,第 V 期第 6 组,5,5,declared_count_matches_observed_rows,
531,cam-hopkins-crosswalk-000531,y2527,V,6,period-v-group-6,Period V Group 6,第 V 期第 6 组,5,5,declared_count_matches_observed_rows,
532,cam-hopkins-crosswalk-000532,y2529,V,7,period-v-group-7,Period V Group 7,第 V 期第 7 组,6,6,declared_count_matches_observed_rows,
533,cam-hopkins-crosswalk-000533,y2530,V,7,period-v-group-7,Period V Group 7,第 V 期第 7 组,6,6,declared_count_matches_observed_rows,
534,cam-hopkins-crosswalk-000534,y2531,V,7,period-v-group-7,Period V Group 7,第 V 期第 7 组,6,6,declared_count_matches_observed_rows,
535,cam-hopkins-crosswalk-000535,y2532,V,7,period-v-group-7,Period V Group 7,第 V 期第 7 组,6,6,declared_count_matches_observed_rows,
536,cam-hopkins-crosswalk-000536,y2533,V,7,period-v-group-7,Period V Group 7,第 V 期第 7 组,6,6,declared_count_matches_observed_rows,
537,cam-hopkins-crosswalk-000537,y2538,V,7,period-v-group-7,Period V Group 7,第 V 期第 7 组,6,6,declared_count_matches_observed_rows,
538,cam-hopkins-crosswalk-000538,y2540,V,8,period-v-group-8,Period V Group 8,第 V 期第 8 组,,21,source_section_has_no_declared_count,
539,cam-hopkins-crosswalk-000539,y2541,V,8,period-v-group-8,Period V Group 8,第 V 期第 8 组,,21,source_section_has_no_declared_count,
540,cam-hopkins-crosswalk-000540,y2542,V,8,period-v-group-8,Period V Group 8,第 V 期第 8 组,,21,source_section_has_no_declared_count,
541,cam-hopkins-crosswalk-000541,y2543,V,8,period-v-group-8,Period V Group 8,第 V 期第 8 组,,21,source_section_has_no_declared_count,
542,cam-hopkins-crosswalk-000542,y2544,V,8,period-v-group-8,Period V Group 8,第 V 期第 8 组,,21,source_section_has_no_declared_count,
543,cam-hopkins-crosswalk-000543,y2545,V,8,period-v-group-8,Period V Group 8,第 V 期第 8 组,,21,source_section_has_no_declared_count,
544,cam-hopkins-crosswalk-000544,y2546,V,8,period-v-group-8,Period V Group 8,第 V 期第 8 组,,21,source_section_has_no_declared_count,
545,cam-hopkins-crosswalk-000545,y2547,V,8,period-v-group-8,Period V Group 8,第 V 期第 8 组,,21,source_section_has_no_declared_count,
546,cam-hopkins-crosswalk-000546,y2551,V,8,period-v-group-8,Period V Group 8,第 V 期第 8 组,,21,source_section_has_no_declared_count,
547,cam-hopkins-crosswalk-000547,y2552,V,8,period-v-group-8,Period V Group 8,第 V 期第 8 组,,21,source_section_has_no_declared_count,
548,cam-hopkins-crosswalk-000548,y2555,V,8,period-v-group-8,Period V Group 8,第 V 期第 8 组,,21,source_section_has_no_declared_count,
549,cam-hopkins-crosswalk-000549,y2556,V,8,period-v-group-8,Period V Group 8,第 V 期第 8 组,,21,source_section_has_no_declared_count,
550,cam-hopkins-crosswalk-000550,y2557,V,8,period-v-group-8,Period V Group 8,第 V 期第 8 组,,21,source_section_has_no_declared_count,h599 j41760
551,cam-hopkins-crosswalk-000551,y2559,V,8,period-v-group-8,Period V Group 8,第 V 期第 8 组,,21,source_section_has_no_declared_count,
552,cam-hopkins-crosswalk-000552,y2560,V,8,period-v-group-8,Period V Group 8,第 V 期第 8 组,,21,source_section_has_no_declared_count,
553,cam-hopkins-crosswalk-000553,y2561,V,8,period-v-group-8,Period V Group 8,第 V 期第 8 组,,21,source_section_has_no_declared_count,
554,cam-hopkins-crosswalk-000554,y2562,V,8,period-v-group-8,Period V Group 8,第 V 期第 8 组,,21,source_section_has_no_declared_count,
555,cam-hopkins-crosswalk-000555,y2564,V,8,period-v-group-8,Period V Group 8,第 V 期第 8 组,,21,source_section_has_no_declared_count,
556,cam-hopkins-crosswalk-000556,y2565,V,8,period-v-group-8,Period V Group 8,第 V 期第 8 组,,21,source_section_has_no_declared_count,
557,cam-hopkins-crosswalk-000557,y2566,V,8,period-v-group-8,Period V Group 8,第 V 期第 8 组,,21,source_section_has_no_declared_count,
